region,device_RAM,device_storage,new_price_dollars,device_category,condition_category,months_used,tradein_value_dollars
Lagos Island,8,128,450.0,group4_samsung_midrange,good,15,148.49999999999997
Lagos Mainland,3,32,119.81,group7_others,good,9,50.32020000000001
Lagos Mainland,4,64,122.16,group6_transsion,fair,14,34.2048
West,3,32,112.24,group7_others,good,12,47.140800000000006
Lagos Mainland,6,128,233.93,group7_others,good,9,98.2506
South East and Delta,2,32,83.91,group7_others,good,8,35.242200000000004
South East and Delta,6,128,162.48,group6_transsion,good,24,48.74400000000001
FCT & Environs,3,64,110.69,group6_transsion,fair,26,22.137999999999995
South East and Delta,2,32,83.83,group6_transsion,excellent,20,26.825599999999994
Lagos Mainland,8,256,1049.99,group2_samsung_premium,good,17,388.4963
South South,3,64,112.36,group6_transsion,good,16,33.708000000000006
South South,6,256,1199.0,group1_apple,good,21,539.55
Lagos Mainland,6,128,179.62,group6_transsion,good,11,75.44040000000001
South East and Delta,3,64,125.81,group7_others,fair,8,49.0659
South South,4,64,123.66,group6_transsion,good,13,37.098000000000006
Lagos Island,4,64,154.67,group7_others,good,22,46.401
South East and Delta,4,128,157.25,group6_transsion,excellent,14,50.31999999999999
South East and Delta,4,64,155.25,group6_transsion,good,10,65.20500000000001
South East and Delta,3,64,110.69,group6_transsion,excellent,26,28.7794
South East and Delta,3,32,130.0,group5_samsung_lowend,good,19,39.00000000000001
Lagos Mainland,2,32,79.96,group7_others,good,25,17.591199999999997
Lagos Mainland,4,64,131.73,group6_transsion,fair,24,36.8844
South East and Delta,3,64,106.9,group6_transsion,good,4,44.898
South East and Delta,3,32,67.26,group7_others,good,10,28.249200000000005
South East and Delta,6,128,179.62,group6_transsion,good,11,75.44040000000001
South South,6,128,153.08,group6_transsion,good,35,33.6776
South East and Delta,2,32,96.43,group7_others,good,36,21.214599999999997
South East and Delta,6,128,169.9,group6_transsion,excellent,32,44.174
FCT & Environs,4,128,379.0,group4_samsung_midrange,fair,51,37.89999999999999
South East and Delta,8,128,132.96,group6_transsion,good,21,39.888000000000005
West,4,64,154.67,group7_others,good,22,46.401
South East and Delta,3,32,107.78,group7_others,good,19,32.334
FCT & Environs,2,32,80.69,group6_transsion,fair,19,22.593200000000003
Lagos Mainland,4,64,130.0,group5_samsung_lowend,good,15,39.00000000000001
South East and Delta,2,32,62.74,group6_transsion,good,12,26.350800000000003
South East and Delta,4,128,289.0,group4_samsung_midrange,good,15,95.36999999999999
Lagos Island,8,128,224.43,group6_transsion,good,11,94.26060000000001
West,4,64,215.0,group4_samsung_midrange,fair,15,64.50000000000001
Lagos Mainland,2,32,83.91,group7_others,good,8,35.242200000000004
Lagos Mainland,4,64,130.0,group5_samsung_lowend,fair,15,36.400000000000006
FCT & Environs,6,128,153.08,group6_transsion,good,35,33.6776
Lagos Mainland,3,32,108.27,group7_others,good,19,32.481
South East and Delta,1,16,120.0,group6_transsion,good,13,36.00000000000001
Lagos Mainland,3,64,106.9,group6_transsion,good,4,44.898
Lagos Island,8,128,196.05,group6_transsion,good,19,58.81500000000001
Lagos Island,2,32,83.83,group6_transsion,good,20,25.149000000000004
South South,4,64,183.24,group7_others,fair,26,36.647999999999996
South East and Delta,4,128,173.65,group6_transsion,good,18,52.095000000000006
Lagos Mainland,1,16,64.85,group6_transsion,fair,23,18.158
South South,2,32,96.43,group7_others,good,36,21.214599999999997
Lagos Mainland,8,128,228.49,group6_transsion,excellent,18,73.1168
West,3,64,116.88,group6_transsion,good,14,35.06400000000001
South South,2,64,136.25,group6_transsion,fair,16,38.150000000000006
Lagos Island,4,128,173.65,group6_transsion,fair,18,48.62200000000001
Lagos Mainland,4,128,189.0,group6_transsion,good,20,56.70000000000001
South South,8,128,212.98,group7_others,good,24,63.894000000000005
South East and Delta,4,64,123.66,group6_transsion,good,13,37.098000000000006
South East and Delta,3,32,111.36,group5_samsung_lowend,good,8,46.77120000000001
FCT & Environs,4,128,189.0,group6_transsion,fair,20,52.92
South South,4,64,165.29,group6_transsion,good,18,49.587
South South,12,512,1399.99,group2_samsung_premium,good,16,517.9963
FCT & Environs,4,128,297.16,group6_transsion,good,3,124.80720000000002
South South,8,128,212.98,group7_others,fair,24,59.6344
Lagos Island,8,256,279.1,group6_transsion,good,21,83.73000000000002
West,3,32,112.24,group7_others,good,12,47.140800000000006
South South,1,16,64.85,group6_transsion,good,23,19.455000000000002
Lagos Mainland,2,32,100.54,group7_others,good,15,30.162000000000006
FCT & Environs,12,512,1399.99,group2_samsung_premium,fair,16,475.99659999999994
West,1,16,67.79,group6_transsion,good,47,10.168500000000002
South South,1,16,64.85,group6_transsion,good,23,19.455000000000002
West,3,32,97.25,group5_samsung_lowend,good,19,29.175000000000004
Lagos Island,6,128,179.62,group6_transsion,good,11,75.44040000000001
Lagos Mainland,4,64,125.7,group6_transsion,good,19,37.71000000000001
South South,4,64,129.7,group6_transsion,good,11,54.474000000000004
Lagos Mainland,6,64,226.65,group7_others,good,27,49.86299999999999
South East and Delta,3,32,123.38,group7_others,good,16,37.014
Lagos Mainland,6,128,421.74,group4_samsung_midrange,good,15,139.17419999999998
South East and Delta,2,64,136.25,group6_transsion,good,16,40.87500000000001
South South,8,128,228.49,group6_transsion,good,18,68.54700000000001
South East and Delta,4,128,185.0,group5_samsung_lowend,good,3,77.7
South South,8,256,215.55,group6_transsion,good,26,47.421
South South,4,128,160.62,group6_transsion,good,10,67.4604
FCT & Environs,2,32,93.13,group6_transsion,good,34,20.488599999999998
Lagos Mainland,6,128,196.0,group5_samsung_lowend,good,31,43.12
South East and Delta,4,128,160.62,group6_transsion,good,10,67.4604
West,2,32,100.65,group6_transsion,good,38,15.097500000000004
South East and Delta,8,256,1049.99,group2_samsung_premium,good,17,388.4963
Lagos Mainland,8,256,262.19,group6_transsion,good,11,110.11980000000001
Lagos Island,2,32,96.52,group6_transsion,good,17,28.956000000000003
West,4,128,180.0,group6_transsion,good,20,54.00000000000001
Lagos Mainland,8,256,1049.99,group2_samsung_premium,good,22,388.4963
South East and Delta,4,64,150.0,group5_samsung_lowend,good,8,63.00000000000001
South East and Delta,4,128,180.0,group6_transsion,good,20,54.00000000000001
West,6,128,395.18,group4_samsung_midrange,good,15,130.40939999999998
South South,2,32,62.74,group6_transsion,good,12,26.350800000000003
South East and Delta,12,256,1799.0,group2_samsung_premium,fair,22,611.66
South South,4,64,183.24,group7_others,good,26,40.312799999999996
South East and Delta,4,64,129.7,group6_transsion,good,11,54.474000000000004
South South,3,64,106.9,group6_transsion,good,5,44.898
Lagos Mainland,1,16,61.71,group7_others,good,31,13.576199999999998
FCT & Environs,4,64,143.19,group6_transsion,fair,36,28.637999999999995
South South,4,128,131.21,group6_transsion,good,32,28.8662
FCT & Environs,4,64,143.19,group6_transsion,good,36,31.501799999999996
South East and Delta,4,64,190.0,group5_samsung_lowend,fair,31,37.99999999999999
Lagos Mainland,12,256,419.27,group7_others,good,17,125.78100000000002
Lagos Mainland,4,64,150.0,group5_samsung_lowend,good,8,63.00000000000001
Lagos Mainland,2,32,95.21,group6_transsion,fair,25,19.041999999999994
Lagos Mainland,4,64,165.29,group6_transsion,good,18,49.587
FCT & Environs,2,32,79.96,group7_others,fair,25,15.991999999999996
South South,3,64,131.76,group6_transsion,good,10,55.3392
West,4,64,139.38,group7_others,good,15,41.81400000000001
Lagos Island,4,128,133.29,group7_others,good,15,39.987
FCT & Environs,4,64,131.0,group6_transsion,good,18,39.300000000000004
South East and Delta,8,128,203.59,group6_transsion,excellent,25,52.933400000000006
Lagos Mainland,4,128,180.0,group6_transsion,good,20,54.00000000000001
South East and Delta,3,64,110.69,group6_transsion,excellent,26,28.7794
South East and Delta,2,32,83.76,group7_others,good,33,18.4272
South East and Delta,2,32,87.34,group6_transsion,good,27,19.214799999999997
South South,2,32,87.34,group6_transsion,fair,27,17.467999999999996
Lagos Mainland,4,128,379.0,group4_samsung_midrange,good,51,45.48
Lagos Mainland,2,32,83.83,group6_transsion,fair,20,23.4724
South East and Delta,4,64,165.29,group6_transsion,good,18,49.587
South South,4,128,176.34,group6_transsion,good,13,52.90200000000001
South East and Delta,2,32,76.25,group7_others,good,4,32.025000000000006
Lagos Mainland,2,32,96.52,group6_transsion,good,17,28.956000000000003
South East and Delta,4,128,173.65,group6_transsion,good,19,52.095000000000006
Lagos Mainland,6,128,177.6,group6_transsion,good,25,39.071999999999996
South East and Delta,4,128,160.0,group7_others,good,35,35.199999999999996
Lagos Mainland,8,128,450.0,group4_samsung_midrange,good,15,148.49999999999997
Lagos Mainland,4,64,123.66,group6_transsion,good,13,37.098000000000006
Lagos Mainland,4,128,143.04,group7_others,fair,16,40.0512
Lagos Island,2,64,95.24,group6_transsion,good,2,40.0008
South South,4,64,110.18,group6_transsion,good,5,46.275600000000004
South South,4,64,190.0,group5_samsung_lowend,good,31,41.8
South South,12,256,1249.0,group2_samsung_premium,good,16,462.13
South East and Delta,2,32,83.83,group6_transsion,good,20,25.149000000000004
Lagos Mainland,3,64,116.88,group6_transsion,good,14,35.06400000000001
South South,1,16,34.37,group6_transsion,good,50,4.1244
FCT & Environs,6,128,145.71,group6_transsion,good,24,43.71300000000001
South South,2,32,83.83,group6_transsion,good,20,25.149000000000004
South East and Delta,2,32,89.93,group6_transsion,good,20,26.979000000000006
South East and Delta,2,32,76.25,group7_others,good,4,32.025000000000006
Lagos Island,4,64,185.0,group5_samsung_lowend,good,3,77.7
South East and Delta,6,128,179.62,group6_transsion,good,11,75.44040000000001
South East and Delta,2,32,96.43,group7_others,good,36,21.214599999999997
South South,3,32,107.78,group7_others,good,20,32.334
West,4,64,159.0,group5_samsung_lowend,good,29,34.98
South East and Delta,6,128,179.62,group6_transsion,good,11,75.44040000000001
South East and Delta,4,64,129.7,group6_transsion,good,35,28.533999999999995
South South,4,128,165.23,group6_transsion,good,12,69.3966
South East and Delta,4,128,226.0,group4_samsung_midrange,fair,2,99.43999999999998
South East and Delta,4,128,176.34,group6_transsion,excellent,13,56.428799999999995
South South,4,128,164.57,group7_others,fair,15,46.0796
Lagos Mainland,6,128,999.0,group3_samsung_highend,good,33,289.71000000000004
South East and Delta,4,64,119.58,group6_transsion,excellent,29,31.0908
South South,4,128,185.0,group5_samsung_lowend,excellent,3,83.24999999999999
South South,4,128,164.57,group7_others,fair,15,46.0796
Lagos Mainland,3,64,111.36,group5_samsung_lowend,good,8,46.77120000000001
West,4,64,147.11,group7_others,good,20,44.13300000000001
Lagos Mainland,4,128,185.98,group6_transsion,good,11,78.11160000000001
South East and Delta,3,64,108.4,group6_transsion,good,34,23.848
Lagos Mainland,2,32,80.69,group6_transsion,good,19,24.207000000000004
Lagos Mainland,6,128,166.3,group6_transsion,fair,45,21.619000000000003
South East and Delta,4,128,131.75,group6_transsion,good,19,39.525000000000006
South East and Delta,2,32,107.82,group7_others,good,7,45.2844
South South,2,32,80.69,group6_transsion,good,29,17.751799999999996
South East and Delta,2,32,62.74,group6_transsion,fair,13,17.567200000000003
South East and Delta,4,64,131.0,group6_transsion,fair,18,36.68000000000001
South East and Delta,6,128,421.74,group4_samsung_midrange,good,15,139.17419999999998
South South,3,64,106.9,group6_transsion,fair,5,41.691
South South,4,64,122.16,group6_transsion,good,15,36.648
South East and Delta,2,32,93.13,group6_transsion,good,34,20.488599999999998
South South,4,64,131.0,group6_transsion,good,18,39.300000000000004
South East and Delta,4,128,191.3,group5_samsung_lowend,good,11,80.34600000000002
South East and Delta,4,64,269.0,group4_samsung_midrange,good,28,67.25
South East and Delta,4,64,125.13,group6_transsion,good,41,18.7695
Lagos Mainland,4,128,155.59,group6_transsion,fair,23,43.565200000000004
South South,2,32,110.85,group7_others,good,35,24.386999999999997
West,2,64,136.25,group6_transsion,good,16,40.87500000000001
West,4,128,162.36,group7_others,good,17,48.70800000000001
South South,4,64,165.29,group6_transsion,good,19,49.587
Lagos Mainland,4,64,116.88,group6_transsion,good,26,25.713599999999996
South East and Delta,12,128,1199.0,group2_samsung_premium,fair,4,563.53
South East and Delta,2,32,107.82,group7_others,excellent,7,48.51899999999999
Lagos Island,4,128,379.0,group4_samsung_midrange,good,51,45.48
FCT & Environs,4,64,159.0,group5_samsung_lowend,good,29,34.98
South East and Delta,2,32,89.93,group6_transsion,good,20,26.979000000000006
South East and Delta,4,128,185.98,group6_transsion,good,11,78.11160000000001
South East and Delta,4,128,185.98,group6_transsion,good,11,78.11160000000001
South South,4,128,173.65,group6_transsion,good,19,52.095000000000006
South East and Delta,2,32,140.17,group6_transsion,excellent,46,25.230600000000006
South East and Delta,3,64,106.9,group6_transsion,good,5,44.898
South South,6,128,169.9,group6_transsion,fair,33,33.98
FCT & Environs,6,128,599.0,group3_samsung_highend,fair,36,155.74
West,2,32,95.82,group6_transsion,good,47,14.373000000000001
South East and Delta,2,64,136.25,group6_transsion,fair,16,38.150000000000006
West,3,64,110.69,group6_transsion,good,27,24.351799999999997
South South,3,64,108.4,group6_transsion,good,35,23.848
West,4,64,165.29,group6_transsion,good,19,49.587
South East and Delta,4,64,110.18,group6_transsion,good,5,46.275600000000004
Lagos Mainland,4,128,379.0,group4_samsung_midrange,fair,51,37.89999999999999
FCT & Environs,6,128,599.0,group3_samsung_highend,fair,36,155.74
FCT & Environs,8,128,228.49,group6_transsion,good,19,68.54700000000001
Lagos Mainland,4,128,173.65,group6_transsion,good,19,52.095000000000006
South East and Delta,3,64,108.4,group6_transsion,fair,35,21.679999999999996
Lagos Mainland,6,128,276.0,group4_samsung_midrange,good,2,129.72
Lagos Island,4,64,190.0,group5_samsung_lowend,good,31,41.8
Lagos Mainland,2,32,62.22,group7_others,good,4,26.1324
Lagos Mainland,3,64,102.86,group6_transsion,good,4,43.20120000000001
South East and Delta,2,32,80.69,group6_transsion,excellent,19,25.820799999999995
South East and Delta,4,64,269.0,group4_samsung_midrange,good,28,67.25
South East and Delta,8,128,450.0,group4_samsung_midrange,good,15,148.49999999999997
South East and Delta,6,128,158.35,group6_transsion,excellent,34,41.171
South East and Delta,2,64,102.87,group6_transsion,good,3,43.205400000000004
West,8,128,220.61,group6_transsion,good,14,66.183
South East and Delta,12,256,660.31,group6_transsion,good,5,277.3302
FCT & Environs,3,32,130.0,group5_samsung_lowend,fair,19,36.400000000000006
FCT & Environs,4,128,157.25,group6_transsion,good,14,47.175000000000004
FCT & Environs,3,32,97.25,group5_samsung_lowend,fair,19,27.230000000000004
Lagos Mainland,6,128,421.74,group4_samsung_midrange,fair,15,126.52200000000002
Lagos Mainland,4,128,199.0,group7_others,good,15,59.70000000000001
Lagos Mainland,4,128,131.79,group6_transsion,good,32,28.993799999999993
Lagos Mainland,2,64,102.87,group6_transsion,good,3,43.205400000000004
Lagos Island,2,64,108.19,group6_transsion,good,26,23.801799999999997
Lagos Mainland,12,512,1399.99,group2_samsung_premium,good,17,517.9963
South South,2,64,136.25,group6_transsion,fair,16,38.150000000000006
South South,2,32,77.86,group7_others,fair,17,21.800800000000002
South East and Delta,2,32,140.17,group6_transsion,excellent,46,25.230600000000006
South South,4,128,176.34,group6_transsion,good,14,52.90200000000001
South South,4,128,174.85,group6_transsion,good,14,52.455000000000005
South South,1,16,61.71,group7_others,excellent,31,16.0446
Lagos Mainland,4,128,191.3,group5_samsung_lowend,good,11,80.34600000000002
Lagos Island,6,64,226.65,group7_others,good,27,49.86299999999999
South East and Delta,6,128,336.0,group7_others,good,27,73.91999999999999
South East and Delta,2,32,80.69,group6_transsion,excellent,19,25.820799999999995
Lagos Mainland,2,32,100.95,group7_others,good,27,22.209
Lagos Mainland,4,128,220.42,group4_samsung_midrange,good,24,72.73859999999999
Lagos Island,4,64,129.7,group6_transsion,good,11,54.474000000000004
South South,8,256,209.21,group6_transsion,fair,14,58.57880000000001
